,系统I温度 (Temperature of system I),系统II温度 (Temperature of system II),原矿参数1 (Mineral parameter 1),原矿参数2 (Mineral parameter 2),原矿参数3 (Mineral parameter 3),原矿参数4 (Mineral parameter 4),原矿质量
1381,609.61,697.13,54.13,91.99,49.21,20.82,407.34000000000003
1382,610.11,696.64,54.13,91.99,49.21,20.82,407.34000000000003
1383,601.18,599.61,54.13,91.99,49.21,20.82,426.84
1384,601.18,599.32,54.13,91.99,49.21,20.82,426.84
1385,601.89,581.47,54.13,91.99,49.21,20.82,426.84
1386,601.89,581.91,54.13,91.99,49.21,20.82,430.5
1387,609.43,631.42,54.13,91.99,49.21,20.82,430.5
1388,609.61,603.89,54.13,91.99,49.21,20.82,430.5
1389,719.65,783.52,54.13,91.99,49.21,20.82,428.05999999999995
1390,719.53,783.39,54.13,91.99,49.21,20.82,428.05999999999995
1391,1171.11,892.12,54.13,91.99,49.21,20.82,428.05999999999995
1392,1253.9,1005.21,54.13,91.99,49.21,20.82,392.07
1393,1395.57,916.96,52.06,80.15,52.35,22.35,392.07
1394,1399.21,925.67,52.06,80.15,52.35,22.35,392.07
1395,1399.3,921.92,52.06,80.15,52.35,22.35,415.07
1396,1399.09,923.94,52.06,80.15,52.35,22.35,415.07
1397,1399.59,923.05,52.06,80.15,52.35,22.35,415.07
1398,1396.5,917.44,52.06,80.15,52.35,22.35,409.1
1399,1399.92,930.41,52.06,80.15,52.35,22.35,409.1
1400,1400.24,930.86,52.06,80.15,52.35,22.35,409.1
1401,1398.77,929.87,52.06,80.15,52.35,22.35,414.63
1402,1400.1,930.93,52.06,80.15,52.35,22.35,414.63
1403,1399.62,930.69,52.06,80.15,52.35,22.35,414.63
1404,1400.42,930.73,52.06,80.15,52.35,22.35,428.78999999999996
1405,1400.5,930.82,52.06,80.15,52.35,22.35,428.78999999999996
1406,1399.83,930.56,52.06,80.15,52.35,22.35,428.78999999999996
1407,1399.13,930.77,52.06,80.15,52.35,22.35,465.59000000000003
1408,1399.95,930.62,52.06,80.15,52.35,22.35,465.59000000000003
1409,1399.56,930.81,52.06,80.15,52.35,22.35,465.59000000000003
1410,1399.74,930.47,52.06,80.15,52.35,22.35,386.7
1411,855.06,865.89,52.06,80.15,52.35,22.35,386.7
1412,578.15,669.27,52.06,80.15,52.35,22.35,386.7
1413,577.26,669.97,52.06,80.15,52.35,22.35,426.97
1414,577.58,668.93,52.06,80.15,52.35,22.35,426.97
1415,1000.9,842.24,52.06,80.15,52.35,22.35,426.97
1416,1279.56,889.68,52.06,80.15,52.35,22.35,434.54
1417,1279.47,887.07,56.25,104.5,48.91,18.56,434.54
1418,1279.65,889.23,56.25,104.5,48.91,18.56,434.54
1419,1023.29,858.2,56.25,104.5,48.91,18.56,438.24
1420,1022.53,858.22,56.25,104.5,48.91,18.56,438.24
1421,855.71,778.32,56.25,104.5,48.91,18.56,438.24
1422,855.62,778.64,56.25,104.5,48.91,18.56,436.69
1423,855.01,811.22,56.25,104.5,48.91,18.56,436.69
1424,854.79,779.05,56.25,104.5,48.91,18.56,436.69
1425,855.01,777.05,56.25,104.5,48.91,18.56,446.05000000000007
1426,1043.51,894.94,56.25,104.5,48.91,18.56,446.05000000000007
1427,1044.39,896.26,56.25,104.5,48.91,18.56,446.05000000000007
1428,1043.42,895.99,56.25,104.5,48.91,18.56,420.70000000000005
1429,1044.01,906.58,56.25,104.5,48.91,18.56,420.70000000000005
1430,1043.8,895.3,56.25,104.5,48.91,18.56,420.70000000000005
1431,897.16,875.88,56.25,104.5,48.91,18.56,419.13
1432,897.43,874.02,56.25,104.5,48.91,18.56,419.13
1433,895.95,873.7,56.25,104.5,48.91,18.56,419.13
1434,897.4,873.93,56.25,104.5,48.91,18.56,432.98
1435,897.37,875.21,56.25,104.5,48.91,18.56,432.98
1436,897.14,875.73,56.25,104.5,48.91,18.56,432.98
1437,897.2,890.72,56.25,104.5,48.91,18.56,435.65
1438,897.43,840.17,56.25,104.5,48.91,18.56,435.65
1439,1403.26,905.47,56.25,104.5,48.91,18.56,435.65
1440,1398.36,903.46,56.25,104.5,48.91,18.56,424.22
1441,1397.74,903.64,55.54,99.54,45.35,20.8,424.22
1442,1397.77,902.78,55.54,99.54,45.35,20.8,424.22
1443,1398.13,904.85,55.54,99.54,45.35,20.8,430.05999999999995
1444,1399.83,908.74,55.54,99.54,45.35,20.8,430.05999999999995
1445,1398.21,896.81,55.54,99.54,45.35,20.8,430.05999999999995
1446,1397.94,904.21,55.54,99.54,45.35,20.8,430.14
1447,1398.68,904.78,55.54,99.54,45.35,20.8,430.14
1448,1398.47,906.32,55.54,99.54,45.35,20.8,430.14
1449,1398.13,905.45,55.54,99.54,45.35,20.8,434.8
1450,1398.3,908.3,55.54,99.54,45.35,20.8,434.8
1451,1398.39,961.9,55.54,99.54,45.35,20.8,434.8
1452,1149.52,846.21,55.54,99.54,45.35,20.8,429.17
1453,1148.54,846.99,55.54,99.54,45.35,20.8,429.17
1454,869.88,695.99,55.54,99.54,45.35,20.8,429.17
1455,870.29,720.64,55.54,99.54,45.35,20.8,442.81
1456,870.32,720.92,55.54,99.54,45.35,20.8,442.81
1457,870.29,721.44,55.54,99.54,45.35,20.8,442.81
1458,876.25,770.45,55.54,99.54,45.35,20.8,432.84000000000003
1459,876.91,734.1,55.54,99.54,45.35,20.8,432.84000000000003
1460,877.44,734.31,55.54,99.54,45.35,20.8,432.84000000000003
1461,876.55,740.43,55.54,99.54,45.35,20.8,435.03
1462,876.6,574.46,55.54,99.54,45.35,20.8,435.03
1463,609.71,699.48,55.54,99.54,45.35,20.8,435.03
1464,608.3,629.25,55.54,99.54,45.35,20.8,435.4
1465,464.1,599.84,56.19,100.86,48.24,19.33,435.4
1466,465.02,599.35,56.19,100.86,48.24,19.33,435.4
1467,465.19,599.13,56.19,100.86,48.24,19.33,432.84000000000003
1468,596.85,689.91,56.19,100.86,48.24,19.33,432.84000000000003
1469,596.58,688.45,56.19,100.86,48.24,19.33,432.84000000000003
1470,732.0,769.28,56.19,100.86,48.24,19.33,448.25
1471,731.74,768.68,56.19,100.86,48.24,19.33,448.25
1472,732.13,770.27,56.19,100.86,48.24,19.33,448.25
1473,732.27,769.25,56.19,100.86,48.24,19.33,419.78999999999996
1474,731.77,768.55,56.19,100.86,48.24,19.33,419.78999999999996
1475,723.89,823.12,56.19,100.86,48.24,19.33,419.78999999999996
1476,995.6,844.46,56.19,100.86,48.24,19.33,425.26
1477,995.16,844.29,56.19,100.86,48.24,19.33,425.26
1478,995.96,844.81,56.19,100.86,48.24,19.33,425.26
1479,995.81,927.03,56.19,100.86,48.24,19.33,424.98
1480,855.03,865.75,56.19,100.86,48.24,19.33,424.98
1481,719.44,684.02,56.19,100.86,48.24,19.33,424.98
1482,719.51,702.12,56.19,100.86,48.24,19.33,427.91
1483,593.58,665.2,56.19,100.86,48.24,19.33,427.91
1484,592.7,664.93,56.19,100.86,48.24,19.33,427.91
1485,742.13,753.67,56.19,100.86,48.24,19.33,419.08000000000004
1486,741.6,752.95,56.19,100.86,48.24,19.33,419.08000000000004
1487,1012.63,869.41,56.19,100.86,48.24,19.33,419.08000000000004
1488,1011.89,867.0,56.19,100.86,48.24,19.33,418.63
1489,1345.47,965.18,53.05,99.8,46.85,22.37,418.63
1490,1385.93,975.98,53.05,99.8,46.85,22.37,418.63
1491,1385.45,976.32,53.05,99.8,46.85,22.37,436.48
1492,1385.15,976.17,53.05,99.8,46.85,22.37,436.48
1493,1385.19,976.26,53.05,99.8,46.85,22.37,436.48
1494,1022.17,871.48,53.05,99.8,46.85,22.37,432.98
1495,1021.41,870.25,53.05,99.8,46.85,22.37,432.98
1496,733.7,750.69,53.05,99.8,46.85,22.37,432.98
1497,734.91,751.51,53.05,99.8,46.85,22.37,429.75
1498,733.56,750.75,53.05,99.8,46.85,22.37,429.75
1499,734.2,751.03,53.05,99.8,46.85,22.37,429.75
1500,855.94,785.4,53.05,99.8,46.85,22.37,421.55
1501,855.15,785.81,53.05,99.8,46.85,22.37,421.55
1502,1007.44,891.03,53.05,99.8,46.85,22.37,421.55
1503,1007.29,891.16,53.05,99.8,46.85,22.37,416.85
1504,1006.73,890.57,53.05,99.8,46.85,22.37,416.85
1505,1007.44,892.17,53.05,99.8,46.85,22.37,416.85
1506,1007.45,892.11,53.05,99.8,46.85,22.37,393.96000000000004
1507,1006.65,891.21,53.05,99.8,46.85,22.37,393.96000000000004
1508,855.44,795.38,53.05,99.8,46.85,22.37,393.96000000000004
1509,855.68,800.12,53.05,99.8,46.85,22.37,401.11
1510,855.15,799.44,53.05,99.8,46.85,22.37,401.11
1511,574.69,698.2,53.05,99.8,46.85,22.37,401.11
1512,576.91,699.85,53.05,99.8,46.85,22.37,411.33000000000004
1513,577.43,700.39,56.29,107.26,43.17,20.45,411.33000000000004
1514,577.17,698.7,56.29,107.26,43.17,20.45,411.33000000000004
1515,577.41,698.81,56.29,107.26,43.17,20.45,405.93
1516,577.82,700.46,56.29,107.26,43.17,20.45,405.93
1517,577.93,700.81,56.29,107.26,43.17,20.45,405.93
1518,577.88,699.25,56.29,107.26,43.17,20.45,401.03
1519,578.2,699.48,56.29,107.26,43.17,20.45,401.03
1520,715.26,718.9,56.29,107.26,43.17,20.45,401.03
1521,714.79,719.0,56.29,107.26,43.17,20.45,411.25
1522,715.02,720.47,56.29,107.26,43.17,20.45,411.25
1523,452.89,686.78,56.29,107.26,43.17,20.45,411.25
1524,452.19,685.18,56.29,107.26,43.17,20.45,408.61
1525,452.98,686.86,56.29,107.26,43.17,20.45,408.61
1526,452.33,685.67,56.29,107.26,43.17,20.45,408.61
1527,453.07,685.83,56.29,107.26,43.17,20.45,427.75
1528,452.66,686.34,56.29,107.26,43.17,20.45,427.75
1529,452.04,685.45,56.29,107.26,43.17,20.45,427.75
1530,750.71,904.9,56.29,107.26,43.17,20.45,427.06
1531,749.77,903.81,56.29,107.26,43.17,20.45,427.06
1532,855.18,888.8,56.29,107.26,43.17,20.45,427.06
1533,1159.41,932.39,56.29,107.26,43.17,20.45,422.42
1534,1158.85,951.05,56.29,107.26,43.17,20.45,422.42
1535,1159.35,951.38,56.29,107.26,43.17,20.45,422.42
1536,1159.18,952.6,56.29,107.26,43.17,20.45,424.86
1537,1001.91,912.05,53.73,100.18,43.35,21.85,424.86
1538,848.55,877.63,53.73,100.18,43.35,21.85,424.86
1539,568.21,681.44,53.73,100.18,43.35,21.85,426.75
1540,568.1,681.14,53.73,100.18,43.35,21.85,426.75
1541,567.92,681.76,53.73,100.18,43.35,21.85,426.75
1542,567.62,680.62,53.73,100.18,43.35,21.85,429.46
1543,567.74,680.5,53.73,100.18,43.35,21.85,429.46
1544,567.92,670.02,53.73,100.18,43.35,21.85,429.46
1545,567.71,660.89,53.73,100.18,43.35,21.85,437.78
1546,567.53,661.13,53.73,100.18,43.35,21.85,437.78
1547,568.03,661.27,53.73,100.18,43.35,21.85,437.78
1548,568.68,660.5,53.73,100.18,43.35,21.85,435.2
1549,567.98,660.85,53.73,100.18,43.35,21.85,435.2
1550,568.06,660.75,53.73,100.18,43.35,21.85,435.2
1551,860.01,896.28,53.73,100.18,43.35,21.85,424.34000000000003
1552,859.6,896.16,53.73,100.18,43.35,21.85,424.34000000000003
1553,1372.28,969.06,53.73,100.18,43.35,21.85,424.34000000000003
1554,1371.9,969.59,53.73,100.18,43.35,21.85,422.59
1555,1372.75,969.59,53.73,100.18,43.35,21.85,422.59
1556,1372.72,969.98,53.73,100.18,43.35,21.85,422.59
1557,1372.6,970.07,53.73,100.18,43.35,21.85,417.90999999999997
1558,1373.9,970.37,53.73,100.18,43.35,21.85,417.90999999999997
1559,1373.02,970.23,53.73,100.18,43.35,21.85,417.90999999999997
1560,1373.22,969.78,53.73,100.18,43.35,21.85,425.72
1561,1156.38,938.96,55.11,106.46,45.83,20.26,425.72
1562,1157.77,936.06,55.11,106.46,45.83,20.26,425.72
1563,1157.23,935.49,55.11,106.46,45.83,20.26,415.59
1564,1157.59,935.15,55.11,106.46,45.83,20.26,415.59
1565,1156.76,934.14,55.11,106.46,45.83,20.26,415.59
1566,1157.62,935.29,55.11,106.46,45.83,20.26,420.72
1567,864.26,807.56,55.11,106.46,45.83,20.26,420.72
1568,750.06,704.8,55.11,106.46,45.83,20.26,420.72
1569,750.47,704.84,55.11,106.46,45.83,20.26,414.45
1570,750.59,642.97,55.11,106.46,45.83,20.26,414.45
1571,750.56,642.96,55.11,106.46,45.83,20.26,414.45
1572,749.88,642.91,55.11,106.46,45.83,20.26,424.85
1573,750.09,642.92,55.11,106.46,45.83,20.26,424.85
1574,750.17,642.92,55.11,106.46,45.83,20.26,424.85
1575,750.5,642.99,55.11,106.46,45.83,20.26,425.97
1576,749.91,642.43,55.11,106.46,45.83,20.26,425.97
1577,750.5,643.4,55.11,106.46,45.83,20.26,425.97
1578,567.77,616.61,55.11,106.46,45.83,20.26,417.41999999999996
1579,568.04,616.61,55.11,106.46,45.83,20.26,417.41999999999996
1580,437.4,535.26,55.11,106.46,45.83,20.26,417.41999999999996
1581,436.43,535.16,55.11,106.46,45.83,20.26,422.16999999999996
1582,605.63,690.12,55.11,106.46,45.83,20.26,422.16999999999996
1583,713.67,762.85,55.11,106.46,45.83,20.26,422.16999999999996
1584,,613.8,55.11,106.46,45.83,20.26,413.56000000000006
1585,734.85,794.78,54.94,95.64,48.97,20.34,413.56000000000006
1586,735.92,794.62,54.94,95.64,48.97,20.34,413.56000000000006
1587,1293.23,875.02,54.94,95.64,48.97,20.34,436.96
1588,1293.29,875.37,54.94,95.64,48.97,20.34,436.96
1589,1293.14,874.99,54.94,95.64,48.97,20.34,436.96
1590,1293.2,875.13,54.94,95.64,48.97,20.34,431.89
1591,1293.29,875.14,54.94,95.64,48.97,20.34,431.89
1592,1293.05,793.71,54.94,95.64,48.97,20.34,431.89
1593,1292.85,793.83,54.94,95.64,48.97,20.34,415.47
1594,860.28,724.83,54.94,95.64,48.97,20.34,415.47
1595,859.65,724.83,54.94,95.64,48.97,20.34,415.47
1596,859.98,725.01,54.94,95.64,48.97,20.34,421.93
1597,859.6,724.89,54.94,95.64,48.97,20.34,421.93
1598,860.33,725.18,54.94,95.64,48.97,20.34,421.93
1599,577.94,619.45,54.94,95.64,48.97,20.34,428.16
1600,577.17,619.35,54.94,95.64,48.97,20.34,428.16
1601,436.98,557.33,54.94,95.64,48.97,20.34,428.16
1602,437.31,557.29,54.94,95.64,48.97,20.34,425.35
1603,300.16,538.14,54.94,95.64,48.97,20.34,425.35
1604,442.2,557.84,54.94,95.64,48.97,20.34,425.35
1605,442.4,558.39,54.94,95.64,48.97,20.34,425.96999999999997
1606,584.06,744.43,54.94,95.64,48.97,20.34,425.96999999999997
1607,855.71,879.4,54.94,95.64,48.97,20.34,425.96999999999997
1608,855.12,877.99,54.94,95.64,48.97,20.34,420.71000000000004
1609,855.86,879.4,54.3,101.07,47.1,20.65,420.71000000000004
1610,855.65,879.67,54.3,101.07,47.1,20.65,420.71000000000004
1611,715.38,783.45,54.3,101.07,47.1,20.65,425.88
1612,715.2,782.74,54.3,101.07,47.1,20.65,425.88
1613,715.35,783.34,54.3,101.07,47.1,20.65,425.88
1614,715.38,782.65,54.3,101.07,47.1,20.65,419.75
1615,715.17,783.21,54.3,101.07,47.1,20.65,419.75
1616,583.12,682.5,54.3,101.07,47.1,20.65,419.75
1617,583.41,682.93,54.3,101.07,47.1,20.65,439.09999999999997
1618,583.62,682.54,54.3,101.07,47.1,20.65,439.09999999999997
1619,855.44,886.59,54.3,101.07,47.1,20.65,439.09999999999997
1620,855.3,886.65,54.3,101.07,47.1,20.65,436.77
1621,1216.89,938.56,54.3,101.07,47.1,20.65,436.77
1622,1217.01,938.51,54.3,101.07,47.1,20.65,436.77
1623,1216.28,938.62,54.3,101.07,47.1,20.65,409.61
1624,1216.54,938.54,54.3,101.07,47.1,20.65,409.61
1625,1217.37,939.96,54.3,101.07,47.1,20.65,409.61
1626,888.27,731.92,54.3,101.07,47.1,20.65,418.02
1627,887.94,731.97,54.3,101.07,47.1,20.65,418.02
1628,584.24,687.64,54.3,101.07,47.1,20.65,418.02
1629,584.36,688.09,54.3,101.07,47.1,20.65,430.15
1630,584.24,687.94,54.3,101.07,47.1,20.65,430.15
1631,583.89,688.11,54.3,101.07,47.1,20.65,430.15
1632,584.09,687.42,54.3,101.07,47.1,20.65,435.4
1633,583.62,687.48,53.98,89.87,51.14,20.67,435.4
1634,584.33,688.64,53.98,89.87,51.14,20.67,435.4
1635,583.38,688.58,53.98,89.87,51.14,20.67,429.72
1636,584.07,687.6,53.98,89.87,51.14,20.67,429.72
1637,584.03,688.0,53.98,89.87,51.14,20.67,429.72
1638,295.39,580.64,53.98,89.87,51.14,20.67,411.96
1639,295.77,581.18,53.98,89.87,51.14,20.67,411.96
1640,436.42,663.2,53.98,89.87,51.14,20.67,411.96
1641,437.1,664.58,53.98,89.87,51.14,20.67,419.91
1642,1018.55,813.94,53.98,89.87,51.14,20.67,419.91
1643,441.93,664.94,53.98,89.87,51.14,20.67,419.91
1644,441.85,664.76,53.98,89.87,51.14,20.67,421.32000000000005
1645,442.14,663.93,53.98,89.87,51.14,20.67,421.32000000000005
1646,442.44,665.43,53.98,89.87,51.14,20.67,421.32000000000005
1647,441.85,664.19,53.98,89.87,51.14,20.67,423.03000000000003
1648,453.02,653.74,53.98,89.87,51.14,20.67,423.03000000000003
1649,299.98,631.37,53.98,89.87,51.14,20.67,423.03000000000003
1650,299.75,631.67,53.98,89.87,51.14,20.67,420.95
1651,299.69,631.6,53.98,89.87,51.14,20.67,420.95
1652,299.9,562.75,53.98,89.87,51.14,20.67,420.95
1653,,623.64,53.98,89.87,51.14,20.67,437.3
1654,333.02,665.19,53.98,89.87,51.14,20.67,437.3
1655,333.89,665.46,52.95,88.09,52.89,21.59,437.3
1656,719.65,803.46,52.95,88.09,52.89,21.59,425.6
1657,855.85,886.76,52.95,88.09,52.89,21.59,425.6
1658,856.07,888.35,52.95,88.09,52.89,21.59,425.6
1659,578.32,763.2,52.95,88.09,52.89,21.59,423.62
1660,577.43,763.09,52.95,88.09,52.89,21.59,423.62
1661,577.94,763.36,52.95,88.09,52.89,21.59,423.62
1662,850.58,802.5,52.95,88.09,52.89,21.59,421.32000000000005
1663,850.41,802.63,52.95,88.09,52.89,21.59,421.32000000000005
1664,851.03,802.73,52.95,88.09,52.89,21.59,421.32000000000005
1665,850.67,802.9,52.95,88.09,52.89,21.59,435.81
1666,1007.24,908.27,52.95,88.09,52.89,21.59,435.81
1667,1007.77,909.28,52.95,88.09,52.89,21.59,435.81
1668,1007.39,908.74,52.95,88.09,52.89,21.59,467.74
1669,1007.59,909.06,52.95,88.09,52.89,21.59,467.74
1670,1006.89,908.3,52.95,88.09,52.89,21.59,467.74
1671,1007.06,908.2,52.95,88.09,52.89,21.59,459.70000000000005
1672,859.92,826.82,52.95,88.09,52.89,21.59,459.70000000000005
1673,859.6,826.46,52.95,88.09,52.89,21.59,459.70000000000005
1674,603.33,621.12,52.95,88.09,52.89,21.59,456.43999999999994
1675,602.72,621.29,52.95,88.09,52.89,21.59,456.43999999999994
1676,601.5,621.02,52.95,88.09,52.89,21.59,456.43999999999994
1677,602.36,621.01,52.95,88.09,52.89,21.59,464.07
1678,602.59,621.21,52.95,88.09,52.89,21.59,464.07
1679,602.22,620.96,56.13,103.83,46.67,20.35,464.07
1680,602.86,621.26,56.13,103.83,46.67,20.35,460.1
1681,603.1,621.3,56.13,103.83,46.67,20.35,460.1
1682,603.27,621.1,56.13,103.83,46.67,20.35,460.1
1683,871.09,713.91,56.13,103.83,46.67,20.35,453.19000000000005
1684,1033.73,833.75,56.13,103.83,46.67,20.35,453.19000000000005
1685,1033.34,843.45,56.13,103.83,46.67,20.35,453.19000000000005
1686,1032.87,843.22,56.13,103.83,46.67,20.35,446.43999999999994
1687,724.39,753.85,56.13,103.83,46.67,20.35,446.43999999999994
1688,573.31,664.84,56.13,103.83,46.67,20.35,446.43999999999994
1689,573.28,664.24,56.13,103.83,46.67,20.35,440.84000000000003
1690,437.13,582.41,56.13,103.83,46.67,20.35,440.84000000000003
1691,437.6,582.87,56.13,103.83,46.67,20.35,440.84000000000003
1692,437.57,582.86,56.13,103.83,46.67,20.35,439.84
1693,720.1,704.31,56.13,103.83,46.67,20.35,439.84
1694,719.71,704.58,56.13,103.83,46.67,20.35,439.84
1695,442.44,598.22,56.13,103.83,46.67,20.35,431.56999999999994
1696,442.05,598.2,56.13,103.83,46.67,20.35,431.56999999999994
1697,441.88,597.7,56.13,103.83,46.67,20.35,431.56999999999994
1698,289.32,481.74,56.13,103.83,46.67,20.35,431.12
1699,288.67,481.74,56.13,103.83,46.67,20.35,431.12
1700,288.35,481.51,56.13,103.83,46.67,20.35,431.12
1701,288.91,482.29,56.13,103.83,46.67,20.35,439.31
1702,719.59,727.37,56.13,103.83,46.67,20.35,439.31
1703,718.88,726.87,54.4,105.14,49.03,20.82,439.31
1704,719.48,726.94,54.4,105.14,49.03,20.82,440.84000000000003
1705,442.73,626.69,54.4,105.14,49.03,20.82,440.84000000000003
1706,443.64,626.95,54.4,105.14,49.03,20.82,440.84000000000003
1707,317.1,550.46,54.4,105.14,49.03,20.82,447.9
1708,317.34,550.62,54.4,105.14,49.03,20.82,447.9
1709,317.48,550.3,54.4,105.14,49.03,20.82,447.9
1710,316.75,550.92,54.4,105.14,49.03,20.82,450.64
1711,316.81,550.46,54.4,105.14,49.03,20.82,450.64
1712,579.71,715.59,54.4,105.14,49.03,20.82,450.64
1713,638.04,729.27,54.4,105.14,49.03,20.82,414.63
1714,638.79,710.35,54.4,105.14,49.03,20.82,414.63
1715,624.43,692.86,54.4,105.14,49.03,20.82,414.63
1716,624.16,720.7,54.4,105.14,49.03,20.82,448.26
1717,624.87,751.76,54.4,105.14,49.03,20.82,448.26
1718,624.52,751.62,54.4,105.14,49.03,20.82,448.26
1719,623.46,671.71,54.4,105.14,49.03,20.82,485.59000000000003
1720,437.71,540.7,54.4,105.14,49.03,20.82,485.59000000000003
1721,494.23,557.21,54.4,105.14,49.03,20.82,485.59000000000003
1722,495.47,557.68,54.4,105.14,49.03,20.82,440.34
1723,494.41,572.0,54.4,105.14,49.03,20.82,440.34
1724,495.03,571.61,54.4,105.14,49.03,20.82,440.34
